phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
L12_SEBORRHOEIC	Seborrhoeic dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	3787	432874	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SEBORRHOEIC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SEBORRHOEIC.gz
L12_SEBORRKERAT	Seborrhoeic keratosis	XII Diseases of the skin and subcutaneous tissue (L12_)	9078	465673	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SEBORRKERAT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SEBORRKERAT.gz
L12_SKINRADIOTH	Other disorders of skin and subcutaneous tissue related to radiation	XII Diseases of the skin and subcutaneous tissue (L12_)	57	482972	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SKINRADIOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SKINRADIOTH.gz
L12_SKINSUBCUTISNAS	Other and unspecified disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	2434	465673	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SKINSUBCUTISNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SKINSUBCUTISNAS.gz
L12_STRIAEATROPHICAE	Striae atrophicae	XII Diseases of the skin and subcutaneous tissue (L12_)	378	465673	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_STRIAEATROPHICAE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_STRIAEATROPHICAE.gz
L12_SUNBURN	Sunburn	XII Diseases of the skin and subcutaneous tissue (L12_)	69	482972	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SUNBURN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_SUNBURN.gz
L12_TELOGEFFLU	Telogen effluvium	XII Diseases of the skin and subcutaneous tissue (L12_)	66	476404	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_TELOGEFFLU.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_TELOGEFFLU.gz
L12_ULCERLOWLIMB	Ulcer of lower limb, not elsewhere classified	XII Diseases of the skin and subcutaneous tissue (L12_)	5324	465673	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_ULCERLOWLIMB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_ULCERLOWLIMB.gz
L12_URTICARIA	Urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	13990	482901	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICARIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICARIA.gz
L12_URTICA_ALLERG	Allergic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	3315	482901	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_ALLERG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_ALLERG.gz
L12_URTICA_CHOLINERG	Cholinergic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	177	482901	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_CHOLINERG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_CHOLINERG.gz
L12_URTICA_COLDHEAT	Urticaria due to cold and heat	XII Diseases of the skin and subcutaneous tissue (L12_)	297	482901	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_COLDHEAT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_COLDHEAT.gz
L12_URTICA_DERTMATOG	Dermatographic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	2596	482901	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_DERTMATOG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_DERTMATOG.gz
L12_URTICA_IDIOPAT	Idiopathic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	744	482901	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_IDIOPAT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_IDIOPAT.gz
L12_URTICA_NAS	Other and unspecified urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	8629	482901	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_NAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTICA_NAS.gz
L12_URTIGA_CONTACT	Contact urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	112	482901	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTIGA_CONTACT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_URTIGA_CONTACT.gz
L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	XII Diseases of the skin and subcutaneous tissue (L12_)	801	465673	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_VASCULITISNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_VASCULITISNAS.gz
L12_VITILIGO	Vitiligo	XII Diseases of the skin and subcutaneous tissue (L12_)	391	465673	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_VITILIGO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_VITILIGO.gz
L12_XEROSCUT	Xerosis cutis	XII Diseases of the skin and subcutaneous tissue (L12_)	495	465673	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_L12_XEROSCUT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_L12_XEROSCUT.gz
LICHENOID_DRUG_REACTION	Lichenoid drug reaction	XII Diseases of the skin and subcutaneous tissue (L12_)	91	500257	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_LICHENOID_DRUG_REACTION.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_LICHENOID_DRUG_REACTION.gz
LOCALIZED_SKIN_ERUPT_DRUGS_MEDICAM	Localized skin eruption due to drugs and medicaments	XII Diseases of the skin and subcutaneous tissue (L12_)	385	499963	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_LOCALIZED_SKIN_ERUPT_DRUGS_MEDICAM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_LOCALIZED_SKIN_ERUPT_DRUGS_MEDICAM.gz
LUNG_TRANSPLANTATION	Lung transplantation	Interstitial lung disease endpoints	244	500104	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_LUNG_TRANSPLANTATION.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_LUNG_TRANSPLANTATION.gz
M13_ABSCTENDON	Abscess of tendon sheath	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	210	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ABSCTENDON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ABSCTENDON.gz
M13_ACHILLESTEND	Achilles tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	4343	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ACHILLESTEND.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ACHILLESTEND.gz
M13_ADHCAPSULITIS	Adhesive capsulitis of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	7372	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ADHCAPSULITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ADHCAPSULITIS.gz
M13_ALGONEURO	Algoneurodystrophy	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1195	473264	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ALGONEURO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ALGONEURO.gz
M13_ANKLEFOOT	Other acquired deformities of ankle and foot	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	293	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ANKLEFOOT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ANKLEFOOT.gz
M13_ANKYLOSISJOINT	Ankylosis of joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	197	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ANKYLOSISJOINT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ANKYLOSISJOINT.gz
M13_ANKYLOSPON	Ankylosing spondylitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	3838	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ANKYLOSPON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ANKYLOSPON.gz
M13_ANKYLOSPON_STRICT	Ankylosing spondylitis, strict definition	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1705	496755	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ANKYLOSPON_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ANKYLOSPON_STRICT.gz
M13_ARTHINOTH	Arthropathies in other diseases classified elsewhere	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1339	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHINOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHINOTH.gz
M13_ARTHROPATHIES	Arthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	185233	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROPATHIES.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROPATHIES.gz
M13_ARTHROSIS	Arthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	101454	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS.gz
M13_ARTHROSIS_INCLAVO	Artrosis, including avohilmo	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	136897	363451	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_INCLAVO.gz
M13_ARTHROSIS_KNEE	Gonarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	61356	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_KNEE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_KNEE.gz
M13_ARTHROSIS_KNEE_PRIM_KNEESURG	Gonarthrosis, primary, with knee surgery	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	26661	445363	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_KNEE_PRIM_KNEESURG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_KNEE_PRIM_KNEESURG.gz
M13_ARTHROSIS_OTH	Other arthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	29554	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_OTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_OTH.gz
M13_ARTHROSIS_POLY	Polyarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	8758	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_POLY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHROSIS_POLY.gz
M13_ARTHTROSIS_COX	Coxarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	30802	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHTROSIS_COX.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHTROSIS_COX.gz
M13_ARTHTROSIS_COX_PRIM_HIPSURG	Coxarthrosis, primary, with hip surgery	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	20586	472592	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHTROSIS_COX_PRIM_HIPSURG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHTROSIS_COX_PRIM_HIPSURG.gz
M13_ARTHTROSIS_COX_PRIM_ICD10	Coxarthrosis, primary	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	27756	472592	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHTROSIS_COX_PRIM_ICD10.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ARTHTROSIS_COX_PRIM_ICD10.gz
M13_ATLOAXSUBLUX	Atlantoaxial subluxation	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	234	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ATLOAXSUBLUX.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_ATLOAXSUBLUX.gz
M13_BAKERCYST	Synovial cyst of popliteal space [Baker]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	2891	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BAKERCYST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BAKERCYST.gz
M13_BEHCET	Behçet disease	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	105	484260	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BEHCET.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BEHCET.gz
M13_BICIPITALTEND	Bicipital tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1825	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BICIPITALTEND.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BICIPITALTEND.gz
M13_BIOMECHLESIO	Biomechanical lesions, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1707	494616	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BIOMECHLESIO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BIOMECHLESIO.gz
M13_BONECONTINUITY	Disorders of continuity of bone	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	3781	473264	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BONECONTINUITY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BONECONTINUITY.gz
M13_BONEDENSOTH	Other disorders of bone density and structure	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	956	473264	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BONEDENSOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BONEDENSOTH.gz
M13_BONEDISNAS	Other specified/unspecified disorders of  bone/cartilage	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1030	473264	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BONEDISNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BONEDISNAS.gz
M13_BONEHYPERTRPH	Hypertrophy of bone	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	111	473264	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BONEHYPERTRPH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BONEHYPERTRPH.gz
M13_BURSCYSTOTH	Other bursal cyst	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	553	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSCYSTOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSCYSTOTH.gz
M13_BURSELBOWOTH	Other bursitis of elbow	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	271	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSELBOWOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSELBOWOTH.gz
M13_BURSITISHIPOTH	Other bursitis of hip	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	709	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSITISHIPOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSITISHIPOTH.gz
M13_BURSITISKNEEOTH	Other bursitis of knee	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	497	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSITISKNEEOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSITISKNEEOTH.gz
M13_BURSITISOTH	Other bursitis, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	356	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSITISOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSITISOTH.gz
M13_BURSOPATHY	Other bursopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	5544	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_BURSOPATHY.gz
M13_CALCANSPUR	Calcaneal spur	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	438	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCANSPUR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCANSPUR.gz
M13_CALCBURS	Calcium deposit in bursa	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	74	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCBURS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCBURS.gz
M13_CALCIFICTEND	Calcific tendinitis of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	2319	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCIFICTEND.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCIFICTEND.gz
M13_CALCIOSSIMUSCLE	Calcification and ossification of muscle	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	86	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCIOSSIMUSCLE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCIOSSIMUSCLE.gz
M13_CALCTENDINITIS	Calcific tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	332	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCTENDINITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CALCTENDINITIS.gz
M13_CARTILAGE	Other articular cartilage disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	917	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CARTILAGE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CARTILAGE.gz
M13_CERVICALGIA	Cervicalgia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	9398	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CERVICALGIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CERVICALGIA.gz
M13_CERVICDISC	Cervical disc disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	17993	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CERVICDISC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CERVICDISC.gz
M13_CERVICOBRACHSDR	Cervicobrachial syndrome	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	10325	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CERVICOBRACHSDR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CERVICOBRACHSDR.gz
M13_CERVICOCRANSDR	Cervicocranial syndrome	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	4595	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CERVICOCRANSDR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CERVICOCRANSDR.gz
M13_CHONDROMALACIA	Chondromalacia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1039	491365	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CHONDROMALACIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CHONDROMALACIA.gz
M13_CHRONDROPATHIES	Chondropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	6678	491365	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CHRONDROPATHIES.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CHRONDROPATHIES.gz
M13_CHRONSYNOVITISHANDWRIST	Chronic crepitant synovitis/bursitis of hand and wrist/periarthritis of wrist	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	512	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CHRONSYNOVITISHANDWRIST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CHRONSYNOVITISHANDWRIST.gz
M13_CHURGSTRAUSS	Polyarteritis with lung involvement [Churg-Strauss]/EGPA	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	134	484260	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CHURGSTRAUSS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CHURGSTRAUSS.gz
M13_CLAWCLUBHANDFOOT	Acquired clawhand, clubhand, clawfoot and clubfoot	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	182	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CLAWCLUBHANDFOOT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CLAWCLUBHANDFOOT.gz
M13_CONNECTNAS	Other specified/unspecified systemic involvement of connective tissue	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	2195	484260	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CONNECTNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CONNECTNAS.gz
M13_CONTRACTUREJOINT	Contracture of joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	457	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CONTRACTUREJOINT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CONTRACTUREJOINT.gz
M13_CRYSTALARTH	Other crystal arthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	620	315115	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CRYSTALARTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_CRYSTALARTH.gz
M13_DEFORMACQ	Other acquired deformities of musculoskeletal system and connective tissue	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1694	494616	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DEFORMACQ.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DEFORMACQ.gz
M13_DEFORMDORSO	Deforming dorsopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	13532	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DEFORMDORSO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DEFORMDORSO.gz
M13_DEFORMDORSONAS	Other specified/unspecified deforming dorsopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	704	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DEFORMDORSONAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DEFORMDORSONAS.gz
M13_DEQUERVAIN	Radial styloid tenosynovitis [de Quervain]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	2251	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DEQUERVAIN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DEQUERVAIN.gz
M13_DERMATOMYOTH	Other dermatomyositis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	169	484260	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DERMATOMYOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DERMATOMYOTH.gz
M13_DERMATOPOLYNAS	Dermatopolymyositis, unspecified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	174	484260	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DERMATOPOLYNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DERMATOPOLYNAS.gz
M13_DIASTASIS	Diastasis of muscle	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	268	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DIASTASIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DIASTASIS.gz
M13_DIFFASCITIS	Diffuse (eosinophilic) fasciitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	51	484260	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DIFFASCITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DIFFASCITIS.gz
M13_DISCINFECTION	Infection of intervertebral disc (pyogenic)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	423	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DISCINFECTION.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DISCINFECTION.gz
M13_DISCITIS	Discitis, unspecified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	557	353224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DISCITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DISCITIS.gz
M13_DISSYNOTENDNAS	Other specified/unspecified disorders of synovium and tendon +Other specified/unspecified bursopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1904	357549	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DISSYNOTENDNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_M13_DISSYNOTENDNAS.gz
